original_order,osu_run,sample_id,date,site_code,site_abbrv,site,initial_weight,final_weight,units,media,dinotefuran,nitenpyram,thiamethoxam,clothianidin,imidacloprid,acetamiprid,thiacloprid
168,205,NB_P_205,9/17/2015,MM502,MM,Moorman,4.5,2.1,ng/g,nuc_box_pollen,< 0.044,< 0.078,3.141,3.579,1.166,0.157,0.56
169,206,NB_P_206,9/17/2015,TV514,TV,Three Vs,5.4,1.96,ng/g,nuc_box_pollen,< 0.044,< 0.078,0.821,6.298,1.437,0.69,0.468
170,207,NB_P_207,9/17/2015,HR502,HR,Honeyrun,5.1,2.04,ng/g,nuc_box_pollen,< 0.044,< 0.078,3.25,6.247,1.434,0.395,0.679
171,208,NB_P_208,9/17/2015,TV502,TV,Three Vs,4.4,2.02,ng/g,nuc_box_pollen,< 0.044,< 0.078,3.237,7.777,2.253,0.164,0.554
172,209,NB_P_209,9/17/2015,BG502,BG,Badger,4.7,1.98,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.253,3.027,3.124,< 0.029,1.829
173,210,NB_P_210,9/17/2015,BG508,BG,Badger,4.4,2.06,ng/g,nuc_box_pollen,< 0.044,< 0.078,11.354,13.355,1.501,< 0.029,0.466
174,211,NB_P_211,9/21/2015,TV514 + Cloth,TV,Three Vs,3.8,2,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.672,3.831,1.658,1.085,0.775
175,212,NB_P_212,9/21/2015,MM502,MM,Moorman,2.9,2.05,ng/g,nuc_box_pollen,< 0.044,< 0.078,3.61,27.191,4.344,0.799,1.502
176,213,NB_P_213,9/21/2015,TV514,TV,Three Vs,3.3,2.03,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.805,5.241,1.012,< 0.029,0.608
177,214,NB_P_214,9/21/2015,HR502,HR,Honeyrun,2.7,2.04,ng/g,nuc_box_pollen,< 0.044,< 0.078,6.703,< 0.402,3.784,0.161,1.476
178,215,NB_P_215,9/21/2015,TV502,TV,Three Vs,3.8,2.03,ng/g,nuc_box_pollen,0.058,< 0.078,2.898,8.306,2.086,0.482,0.567
179,216,NB_P_216,9/21/2015,BG502,BG,Badger,3.1,2.02,ng/g,nuc_box_pollen,1.668,0.496,7.227,6.959,2.296,< 0.029,0.721
180,217,NB_P_217,9/21/2015,BG508,BG,Badger,3.1,1.99,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.898,4.045,1.018,< 0.029,0.513
181,218,NB_P_218,9/25/2015,TV514 + Cloth,TV,Three Vs,4.1,2.12,ng/g,nuc_box_pollen,< 0.044,1.238,7.207,10.368,1.595,0.355,0.383
182,219,NB_P_219,9/25/2015,MM502,MM,Moorman,2.7,2,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.341,31.343,2.28,< 0.029,1.046
183,220,NB_P_220,9/25/2015,TV514,TV,Three Vs,3.4,2.05,ng/g,nuc_box_pollen,< 0.044,0.225,3.17,7.567,1.687,< 0.029,0.399
184,221,NB_P_221,9/25/2015,HR502,HR,Honeyrun,2.7,2.01,ng/g,nuc_box_pollen,< 0.044,< 0.078,< 0.099,0.523,2.151,1.032,0.903
185,222,NB_P_222,9/25/2015,TV502,TV,Three Vs,3.3,2.03,ng/g,nuc_box_pollen,< 0.044,< 0.078,3.824,8.414,1.771,0.636,0.479
186,223,NB_P_223,9/25/2015,BG502,BG,Badger,2.9,1.98,ng/g,nuc_box_pollen,< 0.044,< 0.078,0.336,5.429,2.024,0.318,0.342
187,224,NB_P_224,9/25/2015,BG508,BG,Badger,3,2.03,ng/g,nuc_box_pollen,0.125,< 0.078,3.396,8.65,1.502,< 0.029,0.436
188,225,NB_P_225,9/29/2015,TV514 + Cloth,TV,Three Vs,3.4,2.12,ng/g,nuc_box_pollen,< 0.044,< 0.078,0.472,57.595,2.038,0.827,0.325
189,226,NB_P_226,9/29/2015,MM502,MM,Moorman,3.4,2.02,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.345,5.745,1.122,< 0.029,0.96
190,227,NB_P_227,9/29/2015,TV514,TV,Three Vs,3.1,2.04,ng/g,nuc_box_pollen,< 0.044,< 0.078,0.343,4.14,1.592,3.08E-01,0.282
191,228,NB_P_228,9/29/2015,HR502,HR,Honeyrun,3.7,2,ng/g,nuc_box_pollen,< 0.044,1.328,4.257,6.101,1.026,0.168,0.445
192,229,NB_P_229,9/29/2015,TV502,TV,Three Vs,3.8,2.05,ng/g,nuc_box_pollen,< 0.044,< 0.078,4.14,4.337,1.161,0.384,0.385
193,230,NB_P_230,9/29/2015,BG502,BG,Badger,3.4,2.15,ng/g,nuc_box_pollen,< 0.044,< 0.078,2.68,6.131,1.75,< 0.029,0.799
194,231,NB_P_231,9/29/2015,BG508,BG,Badger,3.3,2.02,ng/g,nuc_box_pollen,6.877,< 0.078,20.508,14.143,2.046,< 0.029,0.461
195,1,IH_BB_1,04/29/2015,BG,BG,Badger,2,1.98,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,6.814,1.52,< 0.124,< 0.041
196,2,IH_BB_2,04/27/2015,DS,DS,Don Scott,3,2,ng/g,in_hive_bee_bread,33.913,< 0.355,0.628,< 0.998,2.125,0.304,< 0.041
197,3,IH_BB_3,04/28/2015,HR,HR,Honeyrun,2.6,2.03,ng/g,in_hive_bee_bread,0.388,< 0.355,< 0.558,< 0.998,0.302,0.351,< 0.041
198,4,IH_BB_4,04/28/2015,IB,IB,IB1,2.2,1.98,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,< 0.998,2.63,< 0.124,< 0.041
199,5,IH_BB_5,04/30/2015,MM,MM,Moorman,3,2.01,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,13.536,0.753,< 0.124,< 0.041
200,6,IH_BB_6,04/29/2015,SC,SC,Scioto Darby,2,1.95,ng/g,in_hive_bee_bread,< 0.104,< 0.355,1.66,1.739,0.97,< 0.124,0.784
201,7,IH_BB_7,04/28/2015,TV,TV,Three Vs,3.1,2.02,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,3.369,0.69,1.528,< 0.041
202,8,IH_BB_8,05/06/2015,BG,BG,Badger,2,1.9,ng/g,in_hive_bee_bread,< 0.104,< 0.355,6.199,16.96,2.35,< 0.124,< 0.041
203,9,IH_BB_9,05/07/2015,DS,DS,Don Scott,3,1.99,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,4.761,1.124,2.072,0.515
204,10,IH_BB_10,05/05/2015,HR,HR,Honeyrun,2,1.96,ng/g,in_hive_bee_bread,1.539,< 0.355,< 0.558,19.949,54.041,< 0.124,< 0.041
205,11,IH_BB_11,05/07/2015,IB,IB,IB1,1.7,1.6,ng/g,in_hive_bee_bread,< 0.104,< 0.355,6.695,29.639,2.047,1.828,< 0.041
206,12,IH_BB_12,05/05/2015,MM,MM,Moorman,3.1,2.01,ng/g,in_hive_bee_bread,< 0.104,< 0.355,4.34,10.003,3.501,< 0.124,< 0.041
207,13,IH_BB_13,05/06/2015,SC,SC,Scioto Darby,2,1.96,ng/g,in_hive_bee_bread,< 0.104,< 0.355,2.03,8.158,2.098,0.931,< 0.041
208,14,IH_BB_14,05/06/2015,TV,TV,Three Vs,3,2,ng/g,in_hive_bee_bread,< 0.104,< 0.355,9.641,32.632,12.755,5.731,2.007
209,15,IH_BB_15,05/12/2015,BG,BG,Badger,2.6,2,ng/g,in_hive_bee_bread,< 0.104,< 0.355,7.213,19.535,0.656,< 0.124,< 0.041
210,16,IH_BB_16,05/13/2015,DS,DS,Don Scott,1.2,1.14,ng/g,in_hive_bee_bread,< 0.104,< 0.355,0.855,3.632,2.591,2.724,0.219
211,17,IH_BB_17,05/12/2015,HR,HR,Honeyrun,1.9,1.82,ng/g,in_hive_bee_bread,< 0.104,< 0.355,8.369,52.396,3.144,< 0.124,< 0.041
212,18,IH_BB_18,05/12/2015,IB,IB,IB1,1.6,1.57,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,8.53,1.15,< 0.124,< 0.041
213,19,IH_BB_19,05/13/2015,MM,MM,Moorman,2,1.97,ng/g,in_hive_bee_bread,< 0.104,< 0.355,5.899,11.764,5.375,< 0.124,< 0.041
214,20,IH_BB_20,05/13/2015,SC,SC,Scioto Darby,2.5,1.97,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,10.206,4.171,< 0.124,< 0.041
215,21,IH_BB_21,05/12/2015,TV,TV,Three Vs,1.1,1.1,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,36.854,18.04,< 0.124,1.798
216,22,IH_BB_22,05/21/2015,BG,BG,Badger,2,1.93,ng/g,in_hive_bee_bread,0.909,< 0.355,3.388,3.846,1.54,1.712,< 0.041
217,23,IH_BB_23,05/21/2015,DS,DS,Don Scott,2.6,2.02,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,8.213,0.941,0.846,< 0.041
218,24,IH_BB_24,05/20/2015,HR,HR,Honeyrun,3,2,ng/g,in_hive_bee_bread,1.302,2.834,1.331,5.981,4.126,2.218,< 0.041
219,25,IH_BB_25,05/20/2015,IB,IB,IB1,3,2,ng/g,in_hive_bee_bread,< 0.104,2.324,< 0.558,11.6,2.886,0.399,< 0.041
220,26,IH_BB_26,05/22/2015,MM,MM,Moorman,3,1.96,ng/g,in_hive_bee_bread,< 0.104,< 0.355,1.318,3.587,1.746,0.41,0.143
221,27,IH_BB_27,05/21/2015,SC,SC,Scioto Darby,2.3,1.98,ng/g,in_hive_bee_bread,< 0.104,< 0.355,1.028,5.481,1.885,0.769,< 0.041
222,28,IH_BB_28,05/20/2015,TV,TV,Three Vs,2,1.99,ng/g,in_hive_bee_bread,< 0.104,< 0.355,< 0.558,35.757,1.693,< 0.124,0.418
223,29,IH_H_29,04/29/2015,BG,BG,Badger,11,5.2,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.129,< 0.027,0.09
224,30,IH_H_30,04/27/2015,DS,DS,Don Scott,14.4,5.22,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.263,< 0.027,0.185
225,31,IH_H_31,04/28/2015,HR,HR,Honeyrun,10.9,5.1,ng/g,in_hive_honey,< 0.082,< 0.171,0.047,< 0.373,0.14,0.061,0.061
226,32,IH_H_32,04/28/2015,IB,IB,IB1,9.2,5.19,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.313,0.063,0.031
227,33,IH_H_33,04/30/2015,MM,MM,Moorman,6.7,4.99,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.205,0.048,0.065
228,34,IH_H_34,04/29/2015,SC,SC,Scioto Darby,6.9,5.04,ng/g,in_hive_honey,< 0.082,< 0.171,0.031,< 0.373,0.111,0.045,0.024
229,35,IH_H_35,04/28/2015,TV,TV,Three Vs,11.3,5.18,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.171,< 0.027,0.025
230,36,IH_H_36,05/06/2015,BG,BG,Badger,13.6,5.21,ng/g,in_hive_honey,< 0.082,< 0.171,0.196,< 0.373,0.241,0.067,0.082
231,37,IH_H_37,05/07/2015,DS,DS,Don Scott,14.9,5.02,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.224,2.284,0.017
232,38,IH_H_38,05/05/2015,HR,HR,Honeyrun,15.6,4.98,ng/g,in_hive_honey,< 0.082,< 0.171,0.344,< 0.373,0.167,0.089,0.046
233,39,IH_H_39,05/07/2015,IB,IB,IB1,13.9,5.3,ng/g,in_hive_honey,< 0.082,< 0.171,0.137,< 0.373,0.249,0.084,0.042
234,40,IH_H_40,05/05/2015,MM,MM,Moorman,14.3,5.17,ng/g,in_hive_honey,< 0.082,< 0.171,0.112,< 0.373,0.092,0.035,0.051
235,41,IH_H_41,05/06/2015,SC,SC,Scioto Darby,13.6,5.16,ng/g,in_hive_honey,< 0.082,< 0.171,0.042,< 0.373,0.147,0.066,0.05
236,42,IH_H_42,05/06/2015,TV,TV,Three Vs,14.7,5.2,ng/g,in_hive_honey,< 0.082,< 0.171,0.491,< 0.373,0.106,< 0.027,0.025
237,43,IH_H_43,05/12/2015,BG,BG,Badger,12.3,5.98,ng/g,in_hive_honey,< 0.082,< 0.171,0.043,< 0.373,0.114,< 0.027,0.025
238,44,IH_H_44,05/13/2015,DS,DS,Don Scott,8.6,5.07,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.193,2.291,0.008
239,45,IH_H_45,05/12/2015,HR,HR,Honeyrun,12.4,5.25,ng/g,in_hive_honey,< 0.082,< 0.171,0.19,0.566,0.09,0.054,< 0.024
240,46,IH_H_46,05/12/2015,IB,IB,IB1,11.2,5.17,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.153,0.046,0.033
241,47,IH_H_47,05/13/2015,MM,MM,Moorman,9.5,5.04,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.224,< 0.027,0.037
242,48,IH_H_48,05/13/2015,SC,SC,Scioto Darby,9.6,5.1,ng/g,in_hive_honey,< 0.082,< 0.171,0.12,< 0.373,0.147,< 0.027,0.042
243,49,IH_H_49,05/12/2015,TV,TV,Three Vs,9.5,5.12,ng/g,in_hive_honey,< 0.082,< 0.171,0.244,< 0.373,0.163,< 0.027,0.084
244,50,IH_H_50,05/21/2015,BG,BG,Badger,13.6,5.25,ng/g,in_hive_honey,< 0.082,< 0.171,0.06,< 0.373,0.121,0.092,0.041
245,51,IH_H_51,05/21/2015,DS,DS,Don Scott,13.3,5.4,ng/g,in_hive_honey,< 0.082,< 0.171,< 0.028,< 0.373,0.123,0.236,0.052
246,52,IH_H_52,05/20/2015,HR,HR,Honeyrun,11.4,5.16,ng/g,in_hive_honey,< 0.082,< 0.171,0.312,< 0.373,0.109,< 0.027,0.034
247,53,IH_H_53,05/20/2015,IB,IB,IB1,11.2,5.11,ng/g,in_hive_honey,< 0.082,< 0.171,0.072,< 0.373,0.159,< 0.027,0.029
248,54,IH_H_54,05/22/2015,MM,MM,Moorman,12.2,5.16,ng/g,in_hive_honey,< 0.082,< 0.171,0.074,< 0.373,0.136,< 0.027,0.02
249,55,IH_H_55,05/21/2015,SC,SC,Scioto Darby,9.5,5.04,ng/g,in_hive_honey,< 0.082,< 0.171,0.102,< 0.373,0.114,< 0.027,< 0.024
250,56,IH_H_56,05/20/2015,TV,TV,Three Vs,10.9,4.97,ng/g,in_hive_honey,< 0.082,< 0.171,0.062,< 0.373,0.102,0.038,0.024
251,57,IH_L_57,04/29/2015,BG,BG,Badger,4.8,1.153,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,1.778
252,58,IH_L_58,04/27/2015,DS,DS,Don Scott,5.8,1.3447,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,< 0.031
253,59,IH_L_59,04/28/2015,HR,HR,Honeyrun,5.7,1.2673,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.199,1.84
254,60,IH_L_60,04/28/2015,IB,IB,IB1,5.5,1.2628,ng/g,in_hive_larvae,0.327,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,< 0.031
255,61,IH_L_61,04/30/2015,MM,MM,Moorman,3,0.5644,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,1.781,1.457
256,62,IH_L_62,04/29/2015,SC,SC,Scioto Darby,4.6,1.0408,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,1.356,0.745
257,63,IH_L_63,04/28/2015,TV,TV,Three Vs,8,1.9061,ng/g,in_hive_larvae,0.446,< 0.123,< 0.058,< 1.024,< 0.137,0.418,< 0.031
258,64,IH_L_64,05/06/2015,BG,BG,Badger,7.5,1.9008,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,< 0.031
259,65,IH_L_65,05/07/2015,DS,DS,Don Scott,8.4,1.9605,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,0.251
260,66,IH_L_66,05/05/2015,HR,HR,Honeyrun,3.2,0.7703,ng/g,in_hive_larvae,< 0.042,< 0.123,0.204,1.702,< 0.137,< 0.110,0.709
261,67,IH_L_67,05/07/2015,IB,IB,IB1,6.2,1.4438,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.82,0.288
262,68,IH_L_68,05/05/2015,MM,MM,Moorman,2.9,0.6143,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.306,0.442
263,69,IH_L_69,05/05/2015,SC,SC,Scioto Darby,8.1,1.8816,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,2.679,0.206
264,70,IH_L_70,05/06/2015,TV,TV,Three Vs,7.1,1.5951,ng/g,in_hive_larvae,0.186,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,0.679
265,71,IH_L_71,05/12/2015,BG,BG,Badger,6.1,1.4535,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,0.806
266,72,IH_L_72,05/13/2015,DS,DS,Don Scott,4.3,0.98,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.861,0.197
267,73,IH_L_73,05/12/2015,HR,HR,Honeyrun,3.6,0.754,ng/g,in_hive_larvae,< 0.042,< 0.123,0.451,< 1.024,< 0.137,< 0.110,0.546
268,74,IH_L_74,05/12/2015,IB,IB,IB1,7.3,1.7276,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,1.061,0.191
269,75,IH_L_75,05/13/2015,MM,MM,Moorman,5.1,1.2245,ng/g,in_hive_larvae,0.561,< 0.123,< 0.058,< 1.024,< 0.137,1.154,0.463
270,76,IH_L_76,05/13/2015,SC,SC,Scioto Darby,5.2,1.247,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,1.286,2.244
271,77,IH_L_77,05/12/2015,TV,TV,Three Vs,1.4,0.2788,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,9.587,2.043
272,78,IH_L_78,05/21/2015,BG,BG,Badger,7.4,1.8409,ng/g,in_hive_larvae,0.228,< 0.123,< 0.058,< 1.024,< 0.137,0.585,< 0.031
273,79,IH_L_79,05/21/2015,DS,DS,Don Scott,6.8,1.5941,ng/g,in_hive_larvae,0.276,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,0.274
274,80,IH_L_80,05/20/2015,HR,HR,Honeyrun,7.7,1.8189,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.217,< 0.031
275,81,IH_L_81,05/20/2015,IB,IB,IB1,6.2,1.3024,ng/g,in_hive_larvae,0.277,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,< 0.031
276,82,IH_L_82,05/22/2015,MM,MM,Moorman,5.8,1.4336,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.159,< 0.031
277,83,IH_L_83,05/21/2015,SC,SC,Scioto Darby,6.1,1.4037,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,< 0.110,< 0.031
278,84,IH_L_84,05/20/2015,TV,TV,Three Vs,4.8,1.1702,ng/g,in_hive_larvae,< 0.042,< 0.123,< 0.058,< 1.024,< 0.137,0.443,< 0.031
279,85,IH_NB_85,04/29/2015,BG,BG,Badger,6.1,2.07,ng/g,in_hive_bees,< 0.995,< 3.848,9.84,< 2.236,< 0.837,< 0.360,< 0.303
280,86,IH_NB_86,04/27/2015,DS,DS,Don Scott,12.3,2.0534,ng/g,in_hive_bees,2.85,20.21,8.67,28.36,< 0.837,< 0.360,< 0.303
281,87,IH_NB_87,04/28/2015,HR,HR,Honeyrun,8.8,2.2772,ng/g,in_hive_bees,< 0.995,37.73,< 5.545,136.58,< 0.837,< 0.360,2.23
282,88,IH_NB_88,04/28/2015,IB,IB,IB1,9.1,2.1853,ng/g,in_hive_bees,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
283,89,IH_NB_89,04/30/2015,MM,MM,Moorman,13,2.156,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,< 0.360,1.87
284,90,IH_NB_90,04/29/2015,SC,SC,Scioto Darby,6.6,2.0491,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,39.98,< 0.837,< 0.360,< 0.303
285,91,IH_NB_91,04/28/2015,TV,TV,Three Vs,10,2.2269,ng/g,in_hive_bees,1.22,4.2,< 5.545,5.02,< 0.837,< 0.360,< 0.303
286,92,IH_NB_92,05/06/2015,BG,BG,Badger,14.5,2.1503,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
287,93,IH_NB_93,05/07/2015,DS,DS,Don Scott,16.6,2.1286,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,1.68,1.46
288,94,IH_NB_94,05/05/2015,HR,HR,Honeyrun,9.5,2.1395,ng/g,in_hive_bees,< 0.995,20.36,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
289,95,IH_NB_95,05/07/2015,IB,IB,IB1,7.8,2.2265,ng/g,in_hive_bees,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
290,96,IH_NB_96,05/05/2015,MM,MM,Moorman,13.1,2.0411,ng/g,in_hive_bees,2.84,< 3.848,< 5.545,< 2.236,< 0.837,1.48,4.43
291,97,IH_NB_97,05/06/2015,SC,SC,Scioto Darby,9.1,2.2484,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
292,98,IH_NB_98,05/06/2015,TV,TV,Three Vs,10.9,2.183,ng/g,in_hive_bees,1.82,8.98,< 5.545,29.14,< 0.837,< 0.360,1.02
293,99,IH_NB_99,05/12/2015,BG,BG,Badger,8.7,2.0005,ng/g,in_hive_bees,< 0.995,16.07,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
294,100,IH_NB_100,05/13/2015,DS,DS,Don Scott,5.2,2.3057,ng/g,in_hive_bees,4.16,17.15,< 5.545,50.3,< 0.837,< 0.360,< 0.303
295,101,IH_NB_101,05/12/2015,HR,HR,Honeyrun,9.4,2.1025,ng/g,in_hive_bees,5.17,15.19,29.31,< 2.236,< 0.837,2.09,< 0.303
296,102,IH_NB_102,05/12/2015,IB,IB,IB1,8.8,2.0633,ng/g,in_hive_bees,< 0.995,4.79,7.62,< 2.236,< 0.837,< 0.360,< 0.303
297,103,IH_NB_103,05/13/2015,MM,MM,Moorman,7.6,2.2069,ng/g,in_hive_bees,< 0.995,12.9,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
298,104,IH_NB_104,05/13/2015,SC,SC,Scioto Darby,5.9,2.359,ng/g,in_hive_bees,< 0.995,8.11,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
299,105,IH_NB_105,05/12/2015,TV,TV,Three Vs,5.2,2.64,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
300,106,IH_NB_106,05/21/2015,BG,BG,Badger,12,2.1693,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,1.5,1.97
301,107,IH_NB_107,05/21/2015,DS,DS,Don Scott,8.6,2.0974,ng/g,in_hive_bees,1.23,< 3.848,12.82,24.46,< 0.837,1.78,< 0.303
302,108,IH_NB_108,05/20/2015,HR,HR,Honeyrun,11.4,2.0515,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,15.35,< 0.837,< 0.360,1.13
303,109,IH_NB_109,05/20/2015,IB,IB,IB1,9.8,2.233,ng/g,in_hive_bees,< 0.122,< 0.206,< 2.347,21.06,< 0.064,< 0.556,0.38
304,110,IH_NB_110,05/22/2015,MM,MM,Moorman,7,2.2974,ng/g,in_hive_bees,< 0.995,< 3.848,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
305,111,IH_NB_111,05/21/2015,SC,SC,Scioto Darby,11.8,2.0678,ng/g,in_hive_bees,< 0.995,19.85,< 5.545,< 2.236,< 0.837,< 0.360,< 0.303
306,112,IH_NB_112,05/20/2015,TV,TV,Three Vs,7.8,2.08,ng/g,in_hive_bees,< 0.995,8.89,< 5.545,< 2.236,< 0.837,171.6,1.29
307,1,DBT_1,04/29/2015,BG,BG,Badger,2.1,1.2368,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,161.62,< 0.064,3.28,2.16
308,2,DBT_2,05/01/2015,DS,DS,Don Scott,4,1.6224,ng/g,dead_bee_traps,< 0.122,< 0.206,29.04,263.3,< 0.064,< 0.556,5.71
309,3,DBT_3,04/29/2015,FSR,FSR,FSR,3.2,1.2851,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
310,4,DBT_4,04/29/2015,HR,HR,Honeyrun,3.4,1.1453,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
311,5,DBT_5,04/29/2015,IB,IB,IB1,2.9,1.3037,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,148.91,< 0.064,< 0.556,< 0.182
312,6,DBT_6,04/29/2015,MM,MM,Moorman,3.3,1.4129,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,47.01,3.06,1.07
313,7,DBT_7,04/29/2015,SC,SC,Scioto Darby,3.5,1.3415,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
314,8,DBT_8,04/29/2015,TV,TV,Three Vs,3.6,1.3927,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,3.43
315,9,DBT_9,04/30/2015,MC,MC,Mechanicsburg,3.5,1.4195,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
316,10,DBT_10,04/30/2015,WB,WB,WB,3.9,1.4212,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
317,11,DBT_11,05/02/2015,BG,BG,Badger,1.8,1.2381,ng/g,dead_bee_traps,< 0.122,< 0.206,21.88,< 5.024,< 0.064,< 0.556,6.16
318,12,DBT_12,05/02/2015,DS,DS,Don Scott,3.5,1.423,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
319,13,DBT_13,05/02/2015,FSR,FSR,FSR,3.9,1.5676,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
320,14,DBT_14,05/02/2015,HR,HR,Honeyrun,3.3,1.3909,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,1.92,4.1
321,15,DBT_15,05/02/2015,IB,IB,IB1,3.1,1.2898,ng/g,dead_bee_traps,< 0.122,< 0.206,8.22,26.63,< 0.064,1.26,< 0.182
322,16,DBT_16,05/02/2015,MC,MC,Mechanicsburg,3.5,1.5524,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,5.57
323,17,DBT_17,05/02/2015,MM,MM,Moorman,3,1.3715,ng/g,dead_bee_traps,22.76,< 0.206,26.78,< 5.024,< 0.064,4.16,4.04
